Utterance,Intent,Sentiment,User Action,Slot_Label,Slot_Value
What's its price?,2,0,8,0,0
What's its storage cpacity?,2,0,5,0,0
But I need 32 GB.,1,-1,0,O O O B-Internal_RAM O,32
Show me something else.,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
I want to  a buy good phone.,0,0,0,0,0
I need 32 GB RAM with big display.,1,0,0,O O B-Internal_RAM O O O B-Display_Size O,"32,Big"
What's its price?,2,0,8,0,0
It's too high for me. My budget is within 300 Euro,1,-1,0,O O O O O O O O B-Cost I-Cost O,300-
I can't afford it.,3,0,0,0,0
"Great, is it available in black color ?",5,0,0,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
"Hey, I need a good phone.",0,0,0,0,0
It should have good battery back up with GPS facility in it,1,0,0,O O O B-Battery O O O O B-GPS O O O,"High,Y"
Does it has both the cameras ?,1,-1,0,,
I am in need of both the cameras.,3,0,0,0,0
What's its price?,2,0,8,0,0
"Great, is it available in black color ?",5,0,0,0,0
Which OS its working on?,2,0,6,0,0
Does it has GPS facility ?,5,0,0,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
"Hey, do you have good new phone?",0,0,0,0,0
It should have good battery back up ?,1,0,0,O O O B-Battery O O O O,High
What is its price?,2,0,8,0,0
"I can't afford this phone, show me something of low range.",1,-1,0,O O O O O O O O O B-Cost O,Less
I told you already I cannot manage this cost.,3,0,0,0,0
Which OS it uses?,2,0,6,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
Hello I am looking for good phone which fulfils all my requirements?,0,0,0,0,0
It should have good back camera.,2,0,7,0,0
Which OS it supports?,2,0,6,0,0
What about its sim slot?,2,0,13,0,0
But I need dual sim slot.,1,-1,0,O O O B-Sim O O,D
I need to put my two sims in one phone.,3,0,0,0,0
"Great, is it available in black color ?",5,0,0,0,0
Okay book this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
Do you have good phone with you?,0,0,0,0,0
I am looking for light weight phone.,1,1,0,O O O O B-Weight_g O O,"Light,Big"
What's its cost?,2,0,8,0,0
"Great, is it available in white color ?",5,0,0,0,0
Does it have dual sim slot ?,5,0,0,0,0
How much storage does it offer?,2,0,5,0,0
What other phones do you have if I want more storage.,1,-1,0,O O O O O O O O O B-Internal_RAM O,High
But I need more.,3,0,0,0,0
"Okay, no problem, book this HTC for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good morning, I want to buy aphone for my father.",0,0,0,0,0
I want  in silver color of HTC brand.,1,1,0,O O O B-Color O O B-Brand O,"Silver,HTC"
What's its cost?,2,0,8,0,0
But its going against my budget and I think too costly for teenage girl,1,-1,0,O O O O O O O O O B-Cost I-Cost O O O,Less
I can't afford it.,3,0,0,0,0
And what's its cost?,2,0,8,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello , I need some good phone on which I can work while travelling",0,0,0,0,0
It must be economical.,1,1,0,,
And what is display size,2,0,3,0,0
Display size is good for me but dont you think its little higher in cost,1,-1,0,O O O O O O O O O O O B-Cost O O O,Less
Show me something else.,3,0,0,0,0
"Sounds good, and what is its battery back up?",2,0,1,0,0
Does it work on Sym ?,5,0,0,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, show me some phone",0,0,0,0,0
"I love taking photos, I need good camera both front and back in green color.",1,1,0,O O O O O O B-Camera O O O O O O B-Color O,"High,High,Green"
"Great, what is its ReleasedYear?",2,0,9,0,0
Its old phone. Do you have latest released phone ?,1,-1,0,O O O O O O B-Released_Yr O O O,Latest
 How mcuh it will cost me?,2,0,8,0,0
It's in my budget too. Please book it fast for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, show me some phone",0,0,0,0,0
I need Samsung phone with Android OS.,1,1,0,O O B-Brand O O B-OS O,"Samsung,Android"
What's its price?,2,0,8,0,0
Its out of my budget.,1,-1,0,O O O O B-Cost,Less
Show me in Samsung  within 400 Euro.,3,0,0,0,0
"Okay, book this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
I need a good battery back up phone.,1,1,0,O O O B-Battery O O O O,High
What's its cost?,2,0,8,0,0
What is its operating system?,2,0,2,0,0
I am comfortable and used to wonly with Android.,1,-1,0,O O O O O O O O B-OS,Android
But I want Android phone only.,3,0,0,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good Evening, I am looking for a trending phone",0,0,0,0,0
 I need to have a phone that has high memory and good battery life.,1,1,0,O O O O O O O O B-RAM O O B-Battery O O,"High,High"
What's its cost?,2,0,8,0,0
What's its weight?,2,0,14,0,0
What is its camera quality?,2,0,7,0,0
oh I want dual camera phone,1,-1,0,O O O B-P_Camera O O,Dual
Please show me some other model.,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
Okay don. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I want a new phone.",0,0,0,0,0
Camera should be superb and display size should be medium,1,0,0,O O O B-Camera O O O O O B-Display_Size ,"Medium,High"
What is its Released Year?,2,0,9,0,0
"oh, but I want 2016 released year phone as it will be less costly",1,-1,0,O O O O B-Released_Yr O O O O O O O O O,2016
Does radio works on it ?,5,0,0,0,0
Okay fine let me think for few days,6,0,0,0,0
Thanks.,4,1,0,0,0
"Hey, I need a new phone.",0,0,0,0,0
I am a traveller so battery backup with radio.,1,0,0,O O O O O O B-Battery B-Radio O,"High,Y"
Whta is its weight?,2,0,14,0,0
That's a bit on heavier side. Do you have something in light weight ?,1,-1,0,O O O O O O O O O O O B-Weight_g O O,Light
What's its price?,2,0,8,0,0
What's its display size?,2,0,3,0,0
Okay done. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good evening, I am looking for a good phone",0,0,0,0,0
I need a big display phone of Vivo brand.,1,0,0,O O O B-Display_Size O O O B-Brand O,"Big,Vivo"
"great,what's its battery life?",2,0,1,0,0
I want better battery as I travel alot.,1,-1,0,O O B-Battery O O O O O,High
I don't want this.,3,0,0,0,0
Does radio works on it ?,5,0,0,0,0
"Lovely, book this for me.",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I want to buy a phone",0,0,0,0,0
I want Huawei phone.,1,0,0,O O B-Brand O,Huawei
"Yes, a latest model.",2,0,9,0,0
And how much it will cost me?,2,0,8,0,0
Its too costly for me.,1,-1,0,O B-Cost I-Cost O O,Less
Can the price go little lower.,3,0,0,0,0
What about its camera?,2,0,7,0,0
"Lovely, book this for me.",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good evening, I want a good phone at the best price",0,0,0,0,0
It should be a Apple phone and high camera quality,1,0,0,O O O O B-Brand O O B-Camera O O,"Asus,High,High"
What is the price?,2,0,8,0,0
How is the battery life?,2,0,1,0,0
What is its color?,2,0,2,0,0
What is its cost?,2,0,8,0,0
ok can you book  this for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Good evening, I want a good phone at the best price",0,0,0,0,0
It's around 400 Euro.,1,0,0,O B-Cost I-Cost O,400-
"Yes, I need good battery life with 32GB storage.",2,0,1,0,0
What's its price?,1,-1,0,,
Sorry I can't go for it. ,3,0,0,0,0
"Good,I will take this only.",6,0,0,0,0
Thank you.,4,1,0,0,0
"Hello, I need  to buy a phone.",0,0,0,0,0
I am selfie pro so need very good front camera.,1,0,0,O O O O O O O B-P_Camera O O,High
"Its still less, show me some higher one ?",1,-1,0,O O O O O O B-P_Camera O O,High
Show me something else.,3,0,0,0,0
Is it available in gold color?,2,0,2,0,0
What's its price?,2,0,8,0,0
"Great,its in my budget too,please book it for me.",6,0,0,0,0
Thank you.,4,1,0,0,0
Hi I need a good phone.,0,0,0,0,0
Show me Sony phone  within 200 Euro.,1,0,0,O O B-Brand O B-Cost I-Cost O,"Sony,200"
What's its battery life?,2,0,1,0,0
Show me something of more battery value,1,-1,0,O O O O B-Battery O O,High
Show me something which is also in my budget too.,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
In which color it is available?,2,0,2,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Good Evening, I am in urgent need of a phone.",0,0,0,0,0
"Yes, dualsim and radio feautres should be there.",1,0,0,O B-Sim O B-Radio O O O O,"D,Y"
How much it will cost me?,2,0,8,0,0
Does it has GPS facility in it ?,1,-1,0,O O O B-GPS O O O O,Y
"No issue,show me GPS phones.",3,0,0,0,0
And what's its price?,2,0,8,0,0
Does it has GPS facility in it?,2,0,4,0,0
"Okay, pack this phone for me.",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hello,I want BlackBerry phone.",0,0,0,0,0
Android OS with good camera.,1,0,0,B-OS O O B-P_Camera O,"Android,High"
And what's its price?,2,0,8,0,0
Show me something within 200 Euro.,1,-1,0,O O O B-Cost I-Cost O,Less
I can't go out of my budget.,3,0,0,0,0
"Good, in which color it comes?",2,0,2,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
"Hi, show me dualsim phone.",0,0,0,0,0
camera quality shoud be good.,1,0,0,O O O O B-Camera,High
Does GPS must comes with it ?,1,-1,0,O O B-GPS O O O O ,Y
No issue.,3,0,0,0,0
And what's its price?,2,0,8,0,0
"Good, in which color it comes?",2,0,2,0,0
What's its weight?,2,0,14,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
"hello, I want to buy a new phone?",0,0,0,0,0
It should have good memory and good camera quality,1,0,0,O O O B-P_Camera O O B-RAM O O,"High,High"
Does it has good camera ?,2,0,7,0,0
What is it's price?,2,0,8,0,0
What is its OS?,2,0,6,0,0
What's it's color,2,0,2,0,0
but I would prefer in black,1,-1,0,O O O O O B-Color,Black
Still I prefer black only,3,0,0,0,0
What's it's cost?,2,0,8,0,0
"Okay, book this model for me",6,0,0,0,0
Thanks a lot ,4,1,0,0,0
"Hey, can you help me in buying a new phone?",0,0,0,0,0
I want to buy a blue color phone with good memory backup.,1,0,0,O O O O O B-Color O O O B-RAM O O,"Blue,Good"
What is the price?,2,0,8,0,0
My budget is less than 200 Euro.,1,-1,0,O O O B-Cost O B-Cost O,Less
But I can't go beyond my budget.,3,0,0,0,0
ok can you book  this Model for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
I wanna to buy a phone which fulfills all my requirements.,0,0,0,0,0
It's should have dual sim,1,0,0,O O O B-Sim O,D
What's it's price?,2,0,8,0,0
"It's out of my budget, suggest me something else",1,-1,0,O O O O B-Cost O O O O,Less
I have budget constraints,3,0,0,0,0
And what's it's price?,2,0,8,0,0
What is its battery?,2,0,1,0,0
ok can you book  this Model for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hi, I am looking for a phone",0,0,0,0,0
I want  Dual Sim phone.,1,0,0,O O B-Sim O O,D
Tell me about it's OS and battery backup?,2,0,6,0,0
But I need more battery life ?,1,-1,0,O O O B-Battery O O O,High
I travel a lot so please show something else.,3,0,0,0,0
How much it will cost?,2,0,8,0,0
ok can you book  this Model for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hi, I am looking for a phone",0,0,0,0,0
I am looking for Android phone of less than 200 Euro,1,0,0,O O O O B-OS O O B-Cost O B-Cost O,"Android,200-"
How much it costs me?,2,0,8,0,0
In which color is it available?,2,0,2,0,0
I need in Amethyst Gray color.,1,-1,0,O O O B-Color I-Color O,Amethyst Gray
Show me in Amethyst Gray color only with all my required feautres.,3,0,0,0,0
"Okay, please pack this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, I need your help regarding phone info.",0,0,0,0,0
Phone with good primary camera and cost around 200,1,0,0,O O B-P_Camera O O O O B-Cost I-Cost,"High,200-"
In which OS it is available?,2,0,6,0,0
"It want  in mics OS.
",1,-1,0,O O O B-OS O,Mics
I still want in mics operating system only.,3,0,0,0,0
What's  it's cost? ,2,0,8,0,0
Okay book this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
I need to book a phone.,0,0,0,0,0
 Show me something of good battery back up of Lenovo brand.,1,0,0,O O O O B-Battery O O O O B-Brand O,"High,Lenovo"
how it will cost me?,2,0,8,0,0
What is its released year?,2,0,9,0,0
show me something latest phone.,1,-1,0,O O O B-Released_Yr O,Latest
Okay book Spark Vdeo Q415 by Samsung for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
I need to book a phone.,0,0,0,0,0
I want a  good battery life of Samsung ,1,0,0,O O O B-Battery O O O B-Brand,"High,Samsung"
How much it will cost me?,2,0,8,0,0
It costs bit high for me.,1,-1,0,O O B-Cost O O O,Less
I  cant afford this.,3,0,0,0,0
Is it working on Android OS?,2,0,6,0,0
Okay book Samsung of G610s  model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"hi,can you help me in buying a phone ?",0,0,0,0,0
I want to buy phone with 13 MP camera,1,0,0,O O O O O O B-P_Camera O O,13
How much does it cost ? ,2,0,8,0,0
In which color it is available?,2,0,2,0,0
I want it in white color,1,-1,0,O O O O B-Color O,White
Show me anything else in white,3,0,0,0,0
Okay book this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"hi,can you help me in buying a phone ?",0,0,0,0,0
I want in gold color with good battery back up of Allview.,1,0,0,O O O B-Color O O B-Battery O O O O B-Brand,"Gold,Good,Allview"
What's its price?,2,0,8,0,0
In which OS it works?,2,0,6,0,0
I am only used to Sym.,1,-1,0,O O O O O B-OS,Sym
"No, I need Sym OS only.",3,0,0,0,0
Okay book Spice of N8 model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"hi,can you help me in buying a phone ?",0,0,0,0,0
I want titanium color phone.,1,1,0,O O B-Color O O,Titanium
What's its cost?,2,0,8,0,0
But its going against my budget.,1,-1,0,O O O O O B-Cost,Less
I can't afford it.,3,0,0,0,0
And what's its cost?,2,0,8,0,0
"Okay, please book this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, show me some phone",0,0,0,0,0
I want big display phone of Samsung ,1,1,0,O O B-Display_Size O O O B-Brand,"Big,Samsung"
And what is display size,2,0,3,0,0
Display size is little less for me.,1,-1,0,O O O O B-Display_Size O O,Big
 what is its battery back up?,2,0,1,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, show me some phone",0,0,0,0,0
I need good camera  back with great battery back up.,1,1,0,O O B-P_Camera O O O B-Battery O O O,"High,High"
How much  Pixels camera had?,2,0,7,0,0
Can you show better than this ?,1,-1,0,,
Show me something else.,3,0,0,0,0
How mcuh it will cost me?,2,0,8,0,0
Does radio works on it ?,5,0,0,0,0
It's in my budget too. Please book it fast for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
I am looking for a good quality phone.,0,0,0,0,0
I want Nokia phones in golden color.,1,1,0,O O B-Brand O O B-Color O,"Nokia,Gold"
What about its GPS?,2,0,4,0,0
What's its price?,2,0,8,0,0
Oh its too costly for me.,1,-1,0,O O B-Cost I-Cost O O,Less
Something within 300 Euro.,3,0,0,0,0
"Okay, book this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I want to buy a phone",0,0,0,0,0
I need a good battery back up phone in black color,1,1,0,O O O B-Battery O O O O O B-Color O,"High,Black"
What's its cost?,2,0,8,0,0
What's its weight?,2,0,14,0,0
On which OS it works on?,2,0,6,0,0
I used Mic OS before.,1,-1,0,O O B-OS O O,Mic
But I want Mic phone only.,3,0,0,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good Evening, I am looking for a good phone",0,0,0,0,0
 I need to have a phone that has high memory.,1,1,0,O O O O O O O O B-RAM O,High
What's its cost?,2,0,8,0,0
What's its weight?,2,0,14,0,0
Does it have long battery life? ,2,0,1,0,0
It is not be compatible in travelling.,1,-1,0,O O O O B-Battery O O,High
And how much it will cost me?,2,0,8,0,0
Okay don. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I am in search of  a good phone.",0,0,0,0,0
it should have big display and high memory.,1,0,0,O O O B-Display O O B-Memory O,"Big,High"
No,5,0,0,0,0
What is its Primary Camera?,2,0,7,0,0
But still I would go for 16 MP+ camera phone,3,0,0,0,0
What is its cost?,2,0,8,0,0
What is its weight,2,0,14,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hey, I want to gift a phone to my brother",0,0,0,0,0
"yes, I want a big display size GPS operated phone ",1,0,0,O O O O B-Display_Size O O B-GPS O O,"Big,Y"
What is its price?,2,0,8,0,0
That's too costly for me. Do you have something in less ?,1,-1,0,O O O O O O O O O O B-Cost O,Less
"Yes, but i can't spend that much on my phone",3,0,0,0,0
What is its color?,2,0,2,0,0
what is its weight?,2,0,14,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
"Hi, I am looking for a good phone",0,0,0,0,0
I want to buy Galaxy S5 LTE-A G906S by Allview,1,0,0,O O O O O O O O O B-Brand,Allview
How is the battery life?,2,0,1,0,0
What is its color?,2,0,2,0,0
What is its cost?,2,0,8,0,0
That's too costly for me. I can go up to 100 Euro. ,1,-1,0,O O O O O O O O B-Cost I-Cost I-Cost O,Less
I understand but I have budget constraints,3,0,0,0,0
ok can you book Samsung Touch Book 7.0 Lite 8 for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hello, I want to buy a best selling model phone.",0,0,0,0,0
"Yes, i need a phone with DualSim phone",1,0,0,O O O O O O B-Sim O,D
What is its memory?,2,0,11,0,0
what is it's color ? ,2,0,2,0,0
is it possible in Blue ? ,1,-1,0,O O O O B-Color O,Blue
